objective,alg,params,B_factor,B,f_value,queries,time_sec,size,mem_kb
MAXCUT,edl,"B=1312.7185982269616,eps=0.10000000000000001",0.65000000000000002,1312.7185982269616,48865,6461033,1.3003958019999999,1992,956
MAXCUT,twin_greedy,B=1312.7185982269616,0.65000000000000002,1312.7185982269616,48811,16286058,2.14836063,1993,0
UNKNOWN,dcs,"B=20.195670741953254,w=2",0.01,20.195670741953254,803.74000000000001,8082,8.6494011529999995,27,9484
UNKNOWN,dcms,"B=20.195670741953254,w=2,eps=0.10000000000000001,alpha=2",0.01,20.195670741953254,991.32999999999993,533553,581.20015173900003,55,12072
UNKNOWN,algo9,"B=20.195670741953254,eps=0.10000000000000001,mode=best(A,G)",0.01,20.195670741953254,969.08000000000004,314101,411.15393084200002,43,12060
UNKNOWN,algo10,"B=20.195670741953254,eps=0.10000000000000001",0.01,20.195670741953254,906.36000000000001,751018,840.86079625100001,34,11720
UNKNOWN,edl,"B=20.195670741953254,eps=0.10000000000000001",0.01,20.195670741953254,876.29999999999995,14212029,16864.589984717,86,13100
UNKNOWN,twin_greedy,B=20.195670741953254,0.01,20.195670741953254,854.36000000000001,884452,984.42710740400003,38,12452
UNKNOWN,dcs,"B=40.391341483906508,w=2",0.02,40.391341483906508,774.19000000000005,8082,9.1470959599999997,58,10076
UNKNOWN,dcms,"B=40.391341483906508,w=2,eps=0.10000000000000001,alpha=2",0.02,40.391341483906508,1128.74,620828,761.47934827300003,110,13328
UNKNOWN,algo9,"B=40.391341483906508,eps=0.10000000000000001,mode=best(A,G)",0.02,40.391341483906508,1049.75,422084,575.74876564099998,64,13408
UNKNOWN,algo10,"B=40.391341483906508,eps=0.10000000000000001",0.02,40.391341483906508,1068.5599999999999,853058,1000.89063057,62,13240
UNKNOWN,edl,"B=40.391341483906508,eps=0.10000000000000001",0.02,40.391341483906508,892.97000000000003,14140131,18560.858759416002,114,12172
UNKNOWN,twin_greedy,B=40.391341483906508,0.02,40.391341483906508,917.72000000000003,592374,539.97646264699995,42,11704
UNKNOWN,dcs,"B=60.587012225859759,w=2",0.029999999999999999,60.587012225859759,842.03999999999996,8082,9.3324963749999998,47,10296
UNKNOWN,dcms,"B=60.587012225859759,w=2,eps=0.10000000000000001,alpha=2",0.029999999999999999,60.587012225859759,1167.0899999999999,685901,885.25229968500003,149,13308
UNKNOWN,algo9,"B=60.587012225859759,eps=0.10000000000000001,mode=best(A,G)",0.029999999999999999,60.587012225859759,1016.6400000000001,394501,537.68347150199997,52,11940
UNKNOWN,algo10,"B=60.587012225859759,eps=0.10000000000000001",0.029999999999999999,60.587012225859759,992.32999999999993,779942,866.14909235499999,54,13268
UNKNOWN,edl,"B=60.587012225859759,eps=0.10000000000000001",0.029999999999999999,60.587012225859759,893.33999999999992,14101584,18806.845329126001,131,12660
UNKNOWN,twin_greedy,B=60.587012225859759,0.029999999999999999,60.587012225859759,789.26999999999998,774258,785.17205905399999,43,11772
UNKNOWN,dcs,"B=80.782682967813017,w=2",0.040000000000000001,80.782682967813017,816.02999999999997,8082,8.8402994390000007,62,9740
UNKNOWN,dcms,"B=80.782682967813017,w=2,eps=0.10000000000000001,alpha=2",0.040000000000000001,80.782682967813017,1225.8499999999999,697154,927.93520433699996,178,13712
UNKNOWN,algo9,"B=80.782682967813017,eps=0.10000000000000001,mode=best(A,G)",0.040000000000000001,80.782682967813017,1099.53,502030,721.08806069299999,75,12104
UNKNOWN,algo10,"B=80.782682967813017,eps=0.10000000000000001",0.040000000000000001,80.782682967813017,1055.3399999999999,1099639,1371.1720055559999,62,13912
UNKNOWN,edl,"B=80.782682967813017,eps=0.10000000000000001",0.040000000000000001,80.782682967813017,1027.01,14022338,19679.174867515001,106,12788
UNKNOWN,twin_greedy,B=80.782682967813017,0.040000000000000001,80.782682967813017,912.53999999999996,734808,739.87713858200004,47,12424
UNKNOWN,dcs,"B=100.97835370976628,w=2",0.050000000000000003,100.97835370976628,776.90999999999997,8082,9.4148286280000004,66,10016
UNKNOWN,dcms,"B=100.97835370976628,w=2,eps=0.10000000000000001,alpha=2",0.050000000000000003,100.97835370976628,1276.1099999999999,696687,940.41639888899999,216,14220
UNKNOWN,algo9,"B=100.97835370976628,eps=0.10000000000000001,mode=best(A,G)",0.050000000000000003,100.97835370976628,1069.52,506144,714.38986541400004,75,13008
UNKNOWN,algo10,"B=100.97835370976628,eps=0.10000000000000001",0.050000000000000003,100.97835370976628,991.51999999999998,808145,899.97818072899997,54,13312
UNKNOWN,edl,"B=100.97835370976628,eps=0.10000000000000001",0.050000000000000003,100.97835370976628,1083.6400000000001,14038035,19705.579425855001,153,12312
UNKNOWN,twin_greedy,B=100.97835370976628,0.050000000000000003,100.97835370976628,863.11000000000001,884452,943.39843890500003,55,12392
